"","SMILES","DB","ID","scaffold","scaffold_id","NA","NA"
"184","C(C)(C)[C@H]1[C@H]2C(=C(C)CC1)CCC(C)=C2","EANPD","BURS_00023","C1=CC2C(=CCCC2)CC1","C1=CC2C(=CCCC2)CC1",NA,56
"186","C(C)(C)[C@H]1/C=C/C(=C)CC/C=C(\C)/CC1","NANPDB","295","C1=CCCCC=CCCC1","C1=CCCCC=CCCC1",NA,57
"187","C(C)(C)[C@H]1C=C[C@]2(C)O[C@](C)([C@@H]3O[C@](C)(C=CC2)CC3)CC1","NANPDB","140","O1C2C=CCCCC1C3OC(C=CC2)CC3","O1C2C=CCCCC1C3OC(C=CC2)CC3",NA,58
"188","C(C)(C)[C@H]1C=CC(C)=CC1","EANPD","BURS_00040","C=1C=CCCC1","C=1C=CCCC1",NA,2
"189","C(C)(C)[C@H]1c2c([C@@H](C)CC1)ccc(C)c2","NANPDB","1553","c1ccc2c(c1)CCCC2","c1ccc2c(c1)CCCC2",NA,48
"190","C(C)(C)[C@H]1c2c(C(C)=CC1)ccc(C)c2","NANPDB","5082","c1ccc2c(c1)C=CCC2","c1ccc2c(c1)C=CCC2",NA,59
"191","C(C)(C)[C@H]1C2C3([C@H](C)CC1)C2C(=C)CC3","NANPDB","5066","C1CCC23CCCC3C2C1","C1CCC23CCCC3C2C1",NA,49
"192","C(C)(C)=C1[C@@]2([C@@H](C)CC1)CC=C(C)CC2","NANPDB","4938","C1=CCC2(CC1)CCCC2","C1=CCC2(CC1)CCCC2",NA,33
"193","C(C)(C)=C1C/C=C(\C)/CC/C=C(\C)/CC1","EANPD","BURS_00012","C1=CCCCCC=CCC1","C1=CCCCCC=CCC1",NA,60
"194","C(C)(C)=C1C=CC(C)C2C([C@@H](C)CC2)C1","NANPDB","1161","C1=CCC2CCCC2CC1","C1=CCC2CCCC2CC1",NA,61
"195","C(C)(C)=C1CC(C(=C)C)C(C=C)(C)CC1","EANPD","ASTE_00211","C1CCCCC1","C1CCCCC1",NA,13
"196","C(C)(C)=C1CC=C(C)CC1","NANPDB","4891","C1=CCCCC1","C1=CCCCC1",NA,1
"198","C(C)(C)=C1CC=C(C)CC1","EANPD","BURS_00048","C1=CCCCC1","C1=CCCCC1",NA,1
"200","C(C)(C)C=1C2(C(C)CC=1)C=CC(C)CC2","NANPDB","4944","C1=CC2(C=CCC2)CCC1","C1=CC2(C=CCC2)CCC1",NA,62
"201","C(C)(C)C1[C@H]2[C@H]3[C@](C)(C2C(C)=CC3)CC1","NANPDB","4877","C1=CC2C3CCCC2C3C1","C1=CC2C3CCCC2C3C1",NA,52
"202","C(C)(C)C1/C=C/C(=C)CC/C=C(\C)/CC1","NANPDB","1666","C1=CCCCC=CCCC1","C1=CCCCC=CCCC1",NA,57
"203","C(C)(C)C1/C=C\C(=C)CC/C=C(/C)\CC1","NANPDB","1552","C1=CCCCC=CCCC1","C1=CCCCC=CCCC1",NA,57
"205","C(C)(C)C1/C=C\C(=C)CC/C=C(/C)\CC1","EANPD","BURS_00089","C1=CCCCC=CCCC1","C1=CCCCC=CCCC1",NA,57
"207","C(C)(C)C1=C2C=C(C)CCC2[C@@H](C)CC1","NANPDB","5078","C1=CCCC2C1=CCCC2","C1=CCCC2C1=CCCC2",NA,63
"208","C(C)(C)C1=C2C=C(C)CCC2C(C)CC1","NANPDB","5074","C1=CCCC2C1=CCCC2","C1=CCCC2C1=CCCC2",NA,63
"209","C(C)(C)C1=CC=2[C@@H]([C@]3(C)[C@H](C(C)(C)CCC3)CC=2)CC1","NANPDB","5100","C1=CCCC2C1=CCC3CCCCC23","C1=CCCC2C1=CCC3CCCCC23",NA,64
"210","C(C)(C)C1=CC=C(C)CC1","NANPDB","270","C=1C=CCCC1","C=1C=CCCC1",NA,2
"212","C(C)(C)C1=CC=C(C)CC1","EANPD","LAMI_00030","C=1C=CCCC1","C=1C=CCCC1",NA,2
"214","C(C)(C)C1=CCC(C)=CC1","NANPDB","1581","C1=CCC=CC1","C1=CCC=CC1",NA,65
"216","C(C)(C)C1=CCC(C)=CC1","EANPD","BURS_00008","C1=CCC=CC1","C1=CCC=CC1",NA,65
"218","C(C)(C)C12C(C(=C)CC1)C2","EANPD","BURS_00176","C1CC2CC2C1","C1CC2CC2C1",NA,66
"220","C(C)(C)C12C(C(=C)CC1)C2","NANPDB","1569","C1CC2CC2C1","C1CC2CC2C1",NA,66
"222","C(C)(C)C12C(C(C)=CC1)C2","NANPDB","1566","C1=CC2CC2C1","C1=CC2CC2C1",NA,45
"223","C(C)(C)c1c(C)cccc1","NANPDB","2819","c1ccccc1","c1ccccc1",NA,3
"224","C(C)(C)C1C=CC(=C)CC1","NANPDB","4201","C1=CCCCC1","C1=CCCCC1",NA,1
"225","C(C)(C)C1C=CC(C)=CC1","NANPDB","1419","C=1C=CCCC1","C=1C=CCCC1",NA,2
"227","C(C)(C)C1C=CC(C)=CC1","EANPD","ASTE_00201","C=1C=CCCC1","C=1C=CCCC1",NA,2
"229","C(C)(C)C1C2=CC(=C)CCC2C(C)CC1","NANPDB","299","C1=C2CCCCC2CCC1","C1=C2CCCCC2CCC1",NA,35
"230","C(C)(C)C1C2C(C(C)CC1)=CCC(C)=C2","EANPD","BURS_00094","C1=CC2C(=CC1)CCCC2","C1=CC2C(=CC1)CCCC2",NA,67
"231","C(C)(C)c1c2c(c(C)cc1)ccc(C)c2","EANPD","ANNO_00075","c1ccc2ccccc2c1","c1ccc2ccccc2c1",NA,68
"233","C(C)(C)c1c2c(c(C)cc1)ccc(C)c2","NANPDB","5095","c1ccc2ccccc2c1","c1ccc2ccccc2c1",NA,68
"235","C(C)(C)C1c2c(C(C)CC1)ccc(C)c2","NANPDB","4947","c1ccc2c(c1)CCCC2","c1ccc2c(c1)CCCC2",NA,48
"236","C(C)(C)C1C2C=C(C)CCC2C(=C)CC1","NANPDB","1980","C1=CC2CCCCC2CC1","C1=CC2CCCCC2CC1",NA,34
"237","C(C)(C)C1C2C=C(C)CCC2C(C)=CC1","NANPDB","2844","C1=CC2CCC=CC2CC1","C1=CC2CCC=CC2CC1",NA,54
"238","C(C)(C)C1C2C3C(C)=CCC2C3(C)CC1","NANPDB","5421","C1=CC2C3CCCC2C3C1","C1=CC2C3CCCC2C3C1",NA,52
"239","C(C)(C)c1cc(C)ccc1","EANPD","CAPP_00014","c1ccccc1","c1ccccc1",NA,3
"240","C(C)(C)c1cc2c([C@]3(C)[C@H](C(C)(C)CCC3)CC2)cc1","NANPDB","5099","c1ccc2c(c1)CCC3CCCCC23","c1ccc2c(c1)CCC3CCCCC23",NA,69
"241","C(C)(C)C1CCC(C)/C=C\CC(C)CC1","EANPD","LAMI_00100","C1=CCCCCCCCC1","C1=CCCCCCCCC1",NA,70
"242","C(C)(C)c1ccc(C)cc1","NANPDB","268","c1ccccc1","c1ccccc1",NA,3
"244","C(C)(C)c1ccc(C)cc1","EANPD","BURS_00047","c1ccccc1","c1ccccc1",NA,3
"246","C(C)(C)c1ccccc1","EANPD","BURS_00035","c1ccccc1","c1ccccc1",NA,3
"247","C(C)[C@@]1(C)C[C@H]2[C@@H]([C@]3(C)[C@H](C(C)(C)CCC3)CC2)CC1","EANPD","EUPH_00079","C1CCC2C(C1)CCC3CCCCC32","C1CCC2C(C1)CCC3CCCCC32",NA,40
"248","C(C)[C@@]12[C@@H]3O[C@@H]3CN(C1)CCc1c3c([nH]c1CC2)cccc3","NANPDB","392","O1C2CN3CCc4c5ccccc5[nH]c4CCC(C3)C12","O1C2CN3CCc4c5ccccc5[nH]c4CCC(C3)C12",NA,71
"249","C(C)c1cc-2c(C)ccc-2c(C)cc1","NANPDB","1558","c1ccc-2cccc2cc1","c1ccc-2cccc2cc1",NA,72
"250","C(C[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CCC[C@]12C)c1cocc1","EANPD","EUPH_00076","o1cccc1","C1=CC2CCCCC2CC1","o1ccc(c1)CCC2CCCC3C=CCCC32",73
"251","C(C[C@@H]1NCCCC1)C","EANPD","ASPH_00133","N1CCCCC1","N1CCCCC1",NA,27
"252","C(C#CC)#C/C=C\1/OC2(OC=CC2)C=C/1","NANPDB","2131","O1C=CCC12OCC=C2","O1C=CCC12OCC=C2",NA,74
"253","C(C#CC)#C/C=C\1/OC2(OCCCC2)C=C/1","NANPDB","2130","O1CC=CC12OCCCC2","O1CC=CC12OCCCC2",NA,75
"254","C(C#CC)#CCc1ccccc1","NANPDB","1977","c1ccccc1","c1ccccc1",NA,3
"255","C(C#CC=1SSC(C#CC)=CC=1)#CC=C","EANPD","ASTE_00216","S1SC=CC=C1","S1SC=CC=C1",NA,76
"256","C(C#Cc1ccccc1)#CC","NANPDB","1975","c1ccccc1","c1ccccc1",NA,3
"257","C(C#Cc1sc(C#CC=C)cc1)#CC","EANPD","COMP_00035","s1cccc1","s1cccc1",NA,32
"258","C(C#Cc1sc(C#CC2OC2)cc1)#CC","EANPD","COMP_00040","s1cccc1","O1CC1","C(#CC1OC1)c2sccc2",32
"259","C(C#CCCCCCCC#C)#CCCC/C=C/C#C","NANPDB","1025","0",NA,NA,8
"260","C(C=C)(=C)CC[C@H]1C(=C)CC[C@H]2C(C)(C)CCC[C@]12C","EANPD","BURS_00183","C1CCC2CCCCC2C1","C1CCC2CCCCC2C1",NA,4
"261","C(C=C)(=C)CC/C=C(/CCC=C(C)C)\C","NANPDB","5236","0",NA,NA,8
"262","C(C=C)(=C)CC/C=C(/CCC=C(C)C)\C","EANPD","BURS_00078","0",NA,NA,8
"263","C(C=C)(=C)CC/C=C(\CCC=C(C)C)/C","EANPD","BURS_00067","0",NA,NA,8
"264","C(C=C)(=C)CCC=C(C)C","EANPD","BURS_00036","0",NA,NA,8
"265","C(C=C)(=C)CCC=C(C)C","NANPDB","292","0",NA,NA,8
"266","C(C=C)(=C)CCCC(=C)C","NANPDB","1971","0",NA,NA,8
"267","C(C=C)(C)(C)c1c2c([nH]c1)ccc(/C=C/[C@]1(C)[C@H](c3cc4c(C(C=C)(C)C)c[nH]c4cc3)C=C(C)CC1)c2","EANPD","ANNO_00014","C1=CCCCC1","c1ccc2[nH]ccc2c1","c1cc2cc(ccc2[nH]1)C=CC3CCC=CC3c4ccc5[nH]ccc5c4",1
"268","C(C=C)(C)(C)c1c2c([nH]c1)ccc(/C=C/[C@@]1(C)[C@H](c3cc4c(C(C=C)(C)C)c[nH]c4cc3)C=C(C)CC1)c2","EANPD","ANNO_00013","C1=CCCCC1","c1ccc2[nH]ccc2c1","c1cc2cc(ccc2[nH]1)C=CC3CCC=CC3c4ccc5[nH]ccc5c4",1
"269","C(c1c2c([nH]c1)c1OC(C)(C)C=Cc1cc2)C1C(C)(C)O1","EANPD","ANNO_00146","O1c2c(ccc3cc[nH]c32)C=CC1","O1CC1","O1c2c(ccc3c(c[nH]c23)CC4OC4)C=CC1",29
"270","C(CC(C)C)(CCC)C","NANPDB","5410","0",NA,NA,8
"271","C(CC)C[C@H]1N2[C@]3([C@H](CC1)CCCC3)CCC2","NANPDB","1372","N12CCCC3CCCCC13CCC2","N12CCCC3CCCCC13CCC2",NA,77
"272","C(CC1=NCCCC1)C","EANPD","ASPH_00132","N1=CCCCC1","N1=CCCCC1",NA,78
"273","C(Cc1ccccc1)C","EANPD","BURS_00039","c1ccccc1","c1ccccc1",NA,3
"274","C(CCC1(C)C(C)C1)CC","EANPD","BURS_00011","C1CC1","C1CC1",NA,79
"275","C(CCCC)CCC","NANPDB","5409","0",NA,NA,8
"276","C(CCCC)CCCC","NANPDB","5245","0",NA,NA,8
"277","C(CCCC[C@H]1N(C)CCC1)CCCCc1ccccc1","NANPDB","590","c1ccccc1","N1CCCC1","c1ccc(cc1)CCCCCCCCCC2NCCC2",3
"278","C(CCCC1C(C)C1)CCC","EANPD","BURS_00062","C1CC1","C1CC1",NA,79
"279","C(CCCCC)CCCCC","EANPD","BURS_00041","0",NA,NA,8
"280","C(CCCCC)CCCCC","NANPDB","5413","0",NA,NA,8
"281","C(CCCCCC)CCCCC","NANPDB","5417","0",NA,NA,8
"282","C(CCCCCCC)CCCCCC","NANPDB","5422","0",NA,NA,8
"283","C(CCCCCCC)CCCCCC[C@@H]1N(C)CCC1","NANPDB","591","N1CCCC1","N1CCCC1",NA,80
"284","C(CCCCCCCC)(CCCCCCCC)CCCCCCCC","EANPD","BURS_00105","0",NA,NA,8
"285","C(CCCCCCCC)CCCCCCC","NANPDB","5431","0",NA,NA,8
"286","C(CCCCCCCCC)CCCCCCCCC","EANPD","BURS_00100","0",NA,NA,8
"287","C(CCCCCCCCC)CCCCCCCCC","NANPDB","5439","0",NA,NA,8
"288","C(CCCCCCCCCC)CCCCCCCCC","EANPD","ANNO_00088","0",NA,NA,8
"289","C(CCCCCCCCCC)CCCCCCCCC","NANPDB","5441","0",NA,NA,8
"290","C(CCCCCCCCCC)CCCCCCCCCC","NANPDB","5442","0",NA,NA,8
"291","C(CCCCCCCCCCC)CCCCCCCCCCC","NANPDB","4818","0",NA,NA,8
"292","C(CCCCCCCCCCCC)CCCCCCCCCCC","NANPDB","4819","0",NA,NA,8
"293","C(CCCCCCCCCCCC)CCCCCCCCCCC","EANPD","LAMI_00061","0",NA,NA,8
"294","C(CCCCCCCCCCCC)CCCCCCCCCCCC","NANPDB","4820","0",NA,NA,8
"295","C(CCCCCCCCCCCCC)(C)(C)c1ccccc1","EANPD","BURS_00101","c1ccccc1","c1ccccc1",NA,3
"296","C(CCCCCCCCCCCCC)CCCCCCCCCCCC","NANPDB","77","0",NA,NA,8
"297","C(CCCCCCCCCCCCC)CCCCCCCCCCCCC","NANPDB","2342","0",NA,NA,8
"298","C(CCCCCCCCCCCCCC)CCCCCCCCCCCCC","NANPDB","4823","0",NA,NA,8
"299","C(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC","NANPDB","4824","0",NA,NA,8
"300","C(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCC","EANPD","LAMI_00060","0",NA,NA,8
"301","C(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCC","NANPDB","2908","0",NA,NA,8
"302","C(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC","NANPDB","4826","0",NA,NA,8
"303","C(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC","NANPDB","4827","0",NA,NA,8
"304","C(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC","NANPDB","4828","0",NA,NA,8
"305","C(CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC","NANPDB","4829","0",NA,NA,8
"306","C(CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC","NANPDB","4830","0",NA,NA,8
"307","C(n1c2c(c3c1cccc3)ccnc2)c1oc(C)cc1","NANPDB","216","n1ccc2c(c1)[nH]c3ccccc32","o1cccc1","n1ccc2c3ccccc3n(c2c1)Cc4occc4",81
"308","C[C@]12Oc3c(cccc3)C[C@@H]1CC[C@@]1(C)Oc3c(cccc3)C[C@@H]1CC(C)(C)/C=C\C2","EANPD","ANNO_02041","O1c2ccccc2CC3CCC4Oc5ccccc5CC4CCC=CCC13","O1c2ccccc2CC3CCC4Oc5ccccc5CC4CCC=CCC13",NA,82
"309","C[C@@]12[C@H](c3cc4OCOc4cc3)OC[C@]1(C)[C@H](c1cc3OCOc3cc1)OC2","NANPDB","3994","O1c2ccccc2OC1","O1CC2COCC2C1","O1c2ccc(cc2OC1)C3OCC4C(OCC34)c5ccc6OCOc6c5",5
"310","C[C@@]12O[C@H]1CC/C(/C)=C/[C@H]1OC[C@@]3(C)O[C@@]13CC/C(/C)=C/CC2","NANPDB","125","O1CC2OC32CCC=CCCC4OC4CCC=CC13","O1CC2OC32CCC=CCCC4OC4CCC=CC13",NA,83
"311","C[C@@]12O[C@H]1CC/C(/C)=C/[C@H]1OCC(C)=C1CC/C(/C)=C/CC2","NANPDB","123","O1CC=C2CCC=CCCC3OC3CCC=CC12","O1CC=C2CCC=CCCC3OC3CCC=CC12",NA,84
"312","C[C@@H]1[C@@H]2[C@H]3C(C)(C)[C@H]3CCC3(OC3)[C@@H]2CC1","NANPDB","5430","O1CC12CCC3CC3C4CCCC42","O1CC12CCC3CC3C4CCCC42",NA,85
"313","C[C@@H]1[C@H]2[C@@H]([C@]3(C)[C@H](C(C)(C)CCC3)CC2)Cc2occc12","EANPD","CEAS_00001","o1ccc2c1CC3C(C2)CCC4CCCCC43","o1ccc2c1CC3C(C2)CCC4CCCCC43",NA,86
"314","C[C@@H]1[C@H]2C(=C(C)CC2)[C@H]2C(C)(C)[C@H]2CC1","EANPD","ANNO_00074","C1=C2C(CC1)CCCC3CC23","C1=C2C(CC1)CCCC3CC23",NA,87
"315","C[C@H]1[C@]23[C@H](C(C)(C)[C@@H](C(C)=CC2)C3)CC1","EANPD","CAPP_00033","C1=CC2CC3CCCC3(C1)C2","C1=CC2CC3CCCC3(C1)C2",NA,88
"316","C[C@H]1[C@]23[C@H](C(C)(C)[C@H](C(C)=CC2)C3)CC1","NANPDB","4864","C1=CC2CC3CCCC3(C1)C2","C1=CC2CC3CCCC3(C1)C2",NA,88
"317","C[C@H]1[C@]23C(C)(C)[C@@H](CC2=C(C)CC3)CC1","EANPD","CYPE_00104","C1=C2CC3CCCC2(CC1)C3","C1=C2CC3CCCC2(CC1)C3",NA,89
"318","C[C@H]1[C@@H]2C[C@@]3([C@@H]([C@]4(C)[C@H](C(C)(C)CCC4)CC3)CC2)C1","EANPD","EUPH_00077","C1CCC2C(C1)CCC34CCC(CCC23)C4","C1CCC2C(C1)CCC34CCC(CCC23)C4",NA,90
"319","C[C@H]1[C@H]2[C@@]3(C(C)=C(C)C[C@]3(C)CC2)CC1","EANPD","ASTE_00212","C1=CC23CCCC3CCC2C1","C1=CC23CCCC3CCC2C1",NA,91
"320","C[C@H]1[C@H]2[C@@H]3C(C)(C)[C@@H]3CC[C@]3(Oc4c(cccc4)CC3)[C@H]2CC1","EANPD","ANNO_02029-01","O1c2ccccc2CCC13CCC4CC4C5CCCC53","O1c2ccccc2CCC13CCC4CC4C5CCCC53",NA,92
"321","C[C@H]1[C@H]2[C@@H]3C(C)(C)[C@@H]3CCC(C)=C2CC1","NANPDB","2826","C1=C2CCCC2C3CC3CC1","C1=C2CCCC2C3CC3CC1",NA,93
"323","C[C@H]1[C@H]2[C@@H]3C(C)(C)[C@@H]3CCC(C)=C2CC1","EANPD","BURS_00081","C1=C2CCCC2C3CC3CC1","C1=C2CCCC2C3CC3CC1",NA,93
"325","C[C@H]1C23[C@H](C(C)(C)C(C(C)=CC2)C3)CC1","EANPD","BURS_00020","C1=CC2CC3CCCC3(C1)C2","C1=CC2CC3CCCC3(C1)C2",NA,88
"326","C/C=1/C2OC2/C=C(\C)/C/C=C/C(C)(C)C/C=1","NANPDB","5241","O1C2C=CCC=CCCC=CC12","O1C2C=CCC=CCCC=CC12",NA,94
"327","C=C1[C@]2(C)[C@H]3[C@H](C(C)(C)CCC2)[C@@H]1CC3","NANPDB","5067","C1CCC2C3CCC2C(C1)C3","C1CCC2C3CCC2C(C1)C3",NA,95
"328","C=C1[C@@H]2[C@@H]([C@H](C)CC2)[C@@H]2C(C)(C)[C@@H]2CC1","EANPD","BURS_00022","C1CC2CCCC2C3CC3C1","C1CC2CCCC2C3CC3C1",NA,96
"329","C=C1[C@@H]2[C@@H]([C@H](C)CC2)C2C(C)(C)C2CC1","NANPDB","1608","C1CC2CCCC2C3CC3C1","C1CC2CCCC2C3CC3C1",NA,96
"330","C=C1[C@@H]2[C@H](C(C)(C)C2)CC[C@@]2(C)O[C@@H]2CC1","NANPDB","4757","O1C2CCCC3CCC3CCC12","O1C2CCCC3CCC3CCC12",NA,97
"332","C=C1[C@@H]2[C@H](C(C)(C)C2)CC[C@@]2(C)O[C@@H]2CC1","EANPD","ANNO_00078","O1C2CCCC3CCC3CCC12","O1C2CCCC3CCC3CCC12",NA,97
"334","C=C1[C@@H]2[C@H](C(C)(C)C2)CCC(C)=CCC1","EANPD","ANNO_00072","C1=CCCC2CCC2CCC1","C1=CCCC2CCC2CCC1",NA,98
"336","C=C1[C@@H]2[C@H](C(C)(C)C2)CCC(C)=CCC1","NANPDB","1551","C1=CCCC2CCC2CCC1","C1=CCCC2CCC2CCC1",NA,98
"338","C=C1[C@@H]2[C@H](C(C)CC2)[C@H]2C(C)(C)[C@H]2CC1","NANPDB","2824","C1CC2CCCC2C3CC3C1","C1CC2CCCC2C3CC3C1",NA,96
"339","C=C1[C@H](C)C(C)(C)[C@H](C)C1","EANPD","ANNO_02021-1","C1CCCC1","C1CCCC1",NA,14
"340","C=C1[C@H]2[C@@H]([C@H](C)CC2)[C@@H]2C(C)(C)[C@@H]2CC1","EANPD","ANNO_00073","C1CC2CCCC2C3CC3C1","C1CC2CCCC2C3CC3C1",NA,96
"341","C=C1[C@H]2[C@@H]3C(C)(C)[C@@H]3CC[C@@H](C)[C@H]2CC1","NANPDB","294","C1CC2CCCC2C3CC3C1","C1CC2CCCC2C3CC3C1",NA,96
"342","C=C1[C@H]2[C@H](C(C)(C)C2)CC[C@@]2(C)O[C@H]2CC1","NANPDB","1554","O1C2CCCC3CCC3CCC12","O1C2CCCC3CCC3CCC12",NA,97
"343","C=C1[C@H]2[C@H](C(C)CC2)[C@H]2C(C)(C)[C@H]2CC1","NANPDB","2843","C1CC2CCCC2C3CC3C1","C1CC2CCCC2C3CC3C1",NA,96
"344","C=C1[C@H]2C(C)(C)[C@H]3[C@]([C@H](C)CC3)(C2)CC1","NANPDB","4931","C1CC2CC3CCCC3(C1)C2","C1CC2CC3CCCC3(C1)C2",NA,99
"346","C=C1[C@H]2C(C)(C)[C@H]3[C@]([C@H](C)CC3)(C2)CC1","EANPD","BURS_00093","C1CC2CC3CCCC3(C1)C2","C1CC2CC3CCCC3(C1)C2",NA,99
"348","C=C1C(C)(C)[C@@H]2[C@]3([C@@H](C)CC2)C[C@H]1CC3","NANPDB","4943","C1CC2CCC3CCC2(C1)C3","C1CC2CCC3CCC2(C1)C3",NA,100
"349","C=C1C(C)(C)C2CC1CC2","NANPDB","1568","C1CC2CCC1C2","C1CC2CCC1C2",NA,101
"351","C=C1C(C)(C)C2CC1CC2","EANPD","BURS_00030","C1CC2CCC1C2","C1CC2CCC1C2",NA,101
"353","C=C1C2(C)C3C(C(C)(C)CCC2)C1CC3","NANPDB","4934","C1CCC2C3CCC2C(C1)C3","C1CCC2C3CCC2C(C1)C3",NA,95
"354","C=C1C2C(C(C)(C)C2)CCC(C)=CCC1","NANPDB","5068","C1=CCCC2CCC2CCC1","C1=CCCC2CCC2CCC1",NA,98
"356","C=C1C2C(C(C)(C)C2)CCC(C)=CCC1","EANPD","ANNO_00071","C1=CCCC2CCC2CCC1","C1=CCCC2CCC2CCC1",NA,98
"358","C=C1C2C(C(C)(C)C2)CCC2(C)OC2CC1","NANPDB","5087","O1C2CCCC3CCC3CCC12","O1C2CCCC3CCC3CCC12",NA,97
"359","C=C1C2C(C)(C)C(C1)CC2","NANPDB","4870","C1CC2CCC1C2","C1CC2CCC1C2",NA,101
"360","C=C1C2C(C)(C)C(C2)CC1","EANPD","BURS_00031","C1CC2CC(C1)C2","C1CC2CC(C1)C2",NA,102
"362","C=C1C2C(C)(C)C(C2)CC1","NANPDB","269","C1CC2CC(C1)C2","C1CC2CC(C1)C2",NA,102
"364","C=C1CC[C@H]2C(C)(C)C(=C(C)CC2)CC/C(/C)=C\CC1","EANPD","BURS_00147","C1=CCCCCCC2CC(=CCC2)CC1","C1=CCCCCCC2CC(=CCC2)CC1",NA,103
"365","C=C1CCC(C)CCC1","EANPD","BURS_00060","C1CCCCCC1","C1CCCCCC1",NA,104
"366","c1(C2CCCCC2)ccccc1","NANPDB","3465","C1CCCCC1","C1CCCCC1","c1ccc(cc1)C2CCCCC2",13
"367","c1(C2N=C3SCCN3C2)ccccc1","EANPD","ANNO_02025","c1ccccc1","N1=C2SCCN2CC1","N1=C2SCCN2CC1c3ccccc3",3
"368","c1(C2OC2)c2c([nH]c1)cccc2","NANPDB","1446","O1CC1","c1ccc2[nH]ccc2c1","O1CC1c2c[nH]c3ccccc32",30
"369","CC1([C@H]2CC3C(C)(O3)CC2)OC1","NANPDB","5867","O1C2CCCCC12","O1CC1","O1CC1C2CCC3OC3C2",37
"370","CC1(C)[C@@H]2[C@H]1CC=C(C)C2","NANPDB","5220","C1=CCC2CC2C1","C1=CCC2CC2C1",NA,105
"371","CC1(C)/C=C/C/C(/C)=C/CC/C(/C)=C/C1","NANPDB","298","C1=CCCC=CCCC=CC1","C1=CCCC=CCCC=CC1",NA,106
"373","CC1(C)/C=C/C/C(/C)=C/CC/C(/C)=C/C1","EANPD","BURS_00076","C1=CCCC=CCCC=CC1","C1=CCCC=CCCC=CC1",NA,106
"375","CC1(C)/C=C\CC2(C)OC2CC/C(/C)=C/C1","NANPDB","5089","O1C2CC=CCCC=CCCC12","O1C2CC=CCCC=CCCC12",NA,107
"376","CC1(C)C(C)C1","EANPD","BURS_00013","C1CC1","C1CC1",NA,79
"377","CC1(C)C2(C)C3=C(C(C)CC3)CC1CC2","NANPDB","2845","C12=C(CCC1)C3CCC(C2)C3","C12=C(CCC1)C3CCC(C2)C3",NA,108
"378","CC1(C)C2(C)C3C2CC1C3","NANPDB","1565","C1C2CC3C1C3C2","C1C2CC3C1C3C2",NA,109
"379","CC1(C)C2(C)CCC1CC2","NANPDB","4608","C1CC2CCC1C2","C1CC2CCC1C2",NA,101
"380","CC1(C)C2/C=C(\C)/CC/C=C(\C)/CCC12","NANPDB","1610","C1=CCCC2CC2C=CCC1","C1=CCCC2CC2C=CCC1",NA,110
"382","CC1(C)C2/C=C(\C)/CC/C=C(\C)/CCC12","EANPD","ASTE_00215","C1=CCCC2CC2C=CCC1","C1=CCCC2CC2C=CCC1",NA,110
"384","CC1(C)C23C(C)CCC1CC2C(C)CC3","EANPD","BURS_00091","C1CC2CC3CCCC3(C1)C2","C1CC2CC3CCCC3(C1)C2",NA,99
"385","CC1(C)C2C(C)(C3C4(CC5(C)C(C5C3)C4)CC2)CCC1","EANPD","EUPH_00078","C1CCC2C(C1)CCC34CC5C(CC23)C5C4","C1CCC2C(C1)CCC34CC5C(CC23)C5C4",NA,111
"386","CC1(C)C2C(C)=CCC1C2","NANPDB","296","C1=CC2CC(C1)C2","C1=CC2CC(C1)C2",NA,43
"388","CC1(C)C2C(C)=CCC1C2","EANPD","BURS_00029","C1=CC2CC(C1)C2","C1=CC2CC(C1)C2",NA,43
"390","CC1(C)C2C=CC(C)CC12","EANPD","BURS_00007","C1=CC2CC2CC1","C1=CC2CC2CC1",NA,112
"391","CC1(C)C2C1CC=C(C)C2","NANPDB","4251","C1=CCC2CC2C1","C1=CCC2CC2C1",NA,105
"393","CC1(C)C2C1CC=C(C)C2","EANPD","COMP_00139","C1=CCC2CC2C1","C1=CCC2CC2C1",NA,105
"395","CC1(C)C2C3(C)OC3CC3(C(C)CCC13)C2","NANPDB","4942","O1C2CC34CCCC4CC(C3)C12","O1C2CC34CCCC4CC(C3)C12",NA,113
"396","CC1(C)OC2(C)CCC1CC2","NANPDB","1578","O1CC2CCC1CC2","O1CC2CCC1CC2",NA,114
"398","CC1(C)OC2(C)CCC1CC2","EANPD","COMP_00140","O1CC2CCC1CC2","O1CC2CCC1CC2",NA,114
"400","CC1(C)OC2C3(C(C)CCC13)CCC(C)=C2","NANPDB","5080","O1CC2CCCC32CCC=CC13","O1CC2CCCC32CCC=CC13",NA,115
"401","CC1=CCC2(C)C3(C(C)(C)CCC2)C1C3","NANPDB","4932","C1=CC2CC32CCCCC3C1","C1=CC2CC32CCCCC3C1",NA,116
