node_id,name,smiles,feat_mw,feat_logp
C_2596,naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,580.5390000000003,-1.1652000000000007
C_2597,cirsilineol,COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)ccc1O,344.319,2.8970000000000016
C_2598,ethyl mandelate,CCOC(=O)C(O)c1ccccc1,180.203,1.2831000000000001
C_2599,pinocembrin,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,256.257,2.804300000000002
C_2600,rhoifolin,CC1OC(OC2C(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)OC(CO)C(O)C2O)C(O)C(O)C1O,578.5230000000004,-1.0983000000000007
C_2601,vignafuran,COc1ccc2cc(-c3ccc(O)cc3OC)oc2c1,270.284,3.8226000000000013
C_2602,sericoside,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@@H]1O,666.8490000000003,1.4060999999999992
C_2603,germacrene b,CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1,204.35699999999994,5.179500000000004
C_2604,emodin,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,270.24,1.8872199999999997
C_2605,arborescin,CC1=CC[C@]23O[C@@]2(C)CC[C@H]2[C@H](C)C(=O)O[C@@H]2[C@@H]13,248.322,2.4518000000000004
C_2606,chamazulene,CCc1ccc(C)c2ccc(C)c-2c1,184.28199999999998,3.970640000000003
C_2607,camphene,C=C1C2CCC(C2)C1(C)C,136.238,2.9987000000000013
C_2608,quercetin-3-glucoside,O=c1c(O[C@@H]2O[C@H]([C@H](O)CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,464.3790000000002,-0.5388999999999995
C_2609,isoschaftoside,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c12,564.4960000000002,-1.7543000000000006
C_2610,erystagallin a,COc1ccc2c(c1CC=C(C)C)O[C@H]1c3cc(CC=C(C)C)c(O)cc3OC[C@@]21O,422.5210000000002,5.131900000000006
C_2611,delta-cadinol,CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,222.37199999999996,3.7759000000000027
C_2612,auriculatin,CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)cc4O)coc13)C=CC(C)(C)O2,420.4610000000002,5.269700000000006
C_2613,folitenol,CC(C)=CCc1cc2c(cc1O)OCC1c3ccc4c(c3OC21)C=CC(C)(C)O4,390.47900000000016,5.694800000000004
C_2614,myricitrin,CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,464.37900000000013,0.1942999999999998
C_2615,"1,8-cineole",CC1(C)O[C@]2(C)CC[C@H]1CC2,154.253,2.7441000000000013
C_2616,isobavachalcone,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,324.37600000000003,4.208200000000004
C_2617,isosakuranetin,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1,286.283,2.812900000000001
C_2618,corosolic acid,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)C5CC[C@]43C)[C@@H]12,472.71000000000026,6.060300000000009
C_2619,furanodienone,CC1=CC(=O)c2c(C)coc2CC(C)=CCC1,230.30699999999993,3.999620000000003
C_2620,tropine,CN1[C@H]2CC[C@@H]1C[C@H](O)C2,141.21399999999997,0.6038999999999999
C_2621,artemetin,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1OC,388.3720000000002,3.2086000000000023
C_2622,tazettine,CO[C@@H]1C=C[C@@]23c4cc5c(cc4CO[C@]2(O)CN(C)[C@H]3C1)OCO5,331.3680000000001,1.1607999999999996
C_2623,wighteone,CC(C)=CCc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,338.3590000000001,4.085500000000004
C_2624,azadirachtin,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@@H]4[C@@](O)(C(=O)OC)OC[C@@]14[C@@H]32,720.7210000000003,-0.2030999999999945
C_2625,3-o-methylcalopocarpin,COc1cc2c(cc1CC=C(C)C)[C@@H]1Oc3cc(O)ccc3[C@@H]1CO2,338.4030000000001,4.519200000000004
C_2626,myrtenal,CC1(C)C2CC=C(C=O)C1C2,150.22099999999998,2.1776999999999997
C_2627,loliolide,CC1(C)C[C@H](O)C[C@@]2(C)OC(=O)C=C12,196.24599999999998,1.4092
C_2628,eupatilin,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,344.3190000000001,2.897000000000001
C_2629,isoderrone,CC1(C)C=Cc2cc(-c3coc4cc(O)cc(O)c4c3=O)ccc2O1,336.3430000000001,4.055400000000002
C_2630,apigenin 7-glucuronide,O=C(O)C1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)[C@@H](O)[C@@H]1O,446.3640000000001,0.14219999999999955
C_2631,artemisinin,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,282.33599999999996,2.3949000000000007
C_2632,erysodine,COc1cc2c(cc1O)CCN1CC=C3C=C[C@H](OC)C[C@]321,299.37000000000006,2.3691000000000004
C_2633,amygdalin,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,457.4320000000001,-3.108019999999997
C_2634,licoagrochalcone a,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,324.37600000000003,4.208200000000005
C_2635,corylin,CC1(C)C=Cc2cc(-c3coc4cc(O)ccc4c3=O)ccc2O1,320.34400000000005,4.349800000000004
C_2636,hyoscyamine,CN1C2CCC1CC(OC(=O)[C@H](CO)c1ccccc1)C2,289.37500000000006,1.9308999999999996
C_2637,sesartemin,COc1cc([C@H]2OC[C@@H]3[C@@H](c4cc(OC)c5c(c4)OCO5)OC[C@H]23)cc(OC)c1OC,430.45300000000026,3.5249000000000024
C_2638,genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,270.24,2.576800000000001
C_2639,pinoresinol,COc1cc([C@H]2OC[C@@H]3[C@@H](c4ccc(O)c(OC)c4)OC[C@H]23)ccc1O,358.3900000000001,3.190200000000002
C_2640,skimmianine,COc1ccc2c(OC)c3ccoc3nc2c1OC,259.26099999999997,3.006800000000001
C_2641,ayanin,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,344.3190000000001,2.897000000000001
C_2642,linarin,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1,592.5500000000002,-0.7952999999999999
C_2643,camphor,CC12CCC(CC1=O)C2(C)C,152.237,2.401700000000001
C_2644,allo-aromadendrene,C=C1CCC2C([C@H]3[C@@H]1CC[C@H]3C)C2(C)C,204.35699999999994,4.270900000000004
C_2645,erysonine,COc1cc2c(cc1O)CCN1CC=C3C=C[C@H](O)C[C@]321,285.343,1.7149999999999999
C_2646,fraxidin,COc1cc2ccc(=O)oc2c(O)c1OC,222.19599999999997,1.5157999999999998
C_2647,mukaadial,CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C=C(C=O)[C@]2(O)C=O,266.33700000000005,1.2488
C_2648,achillin,CC1=CC(=O)C2=C(C)CC[C@@H]3[C@H](OC(=O)[C@@H]3C)[C@@H]12,246.30599999999998,2.419600000000001
C_2649,primulagenin a,CC1(C)CC[C@@]2(CO)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,458.72700000000026,6.112100000000007
C_2650,rutin,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,610.5210000000004,-1.6871000000000003
C_2651,betulin,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,442.7280000000003,6.997200000000009
C_2652,n-methyltyramine,CNCCc1ccc(O)cc1,151.20899999999997,1.1541
C_2653,aloeresin a,CC(=O)Cc1cc(=O)c2c(C)cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)/C=C/c3ccc(O)cc3)c2o1,540.5210000000002,1.423319999999999
C_2654,(+)-taxifolin,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,304.25399999999996,1.1862999999999995
C_2655,caryophyllene oxide,C=C1CCC2OC2(C)CCC2C1CC2(C)C,220.35599999999997,3.9364000000000035
C_2656,aloe emodin,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,270.23999999999995,1.3654999999999993
C_2657,isorhamnetin 5-glucoside,CCC1O[C@@H](Oc2cc(O)cc3oc(-c4ccc(O)c(OC)c4)c(O)c(=O)c23)C(O)[C@@H](O)[C@@H]1O,476.4340000000002,1.181799999999999
C_2658,"4,5-dicaffeoylquinic acid",O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,516.4550000000003,1.0295999999999998
C_2659,carpaine,CC1NC2CCCCCCCC(=O)OC3CCC(CCCCCCCC(=O)OC1CC2)NC3C,478.7180000000004,5.566000000000006
C_2660,geranyl acetate,CC(=O)OC/C=C(\C)CCC=C(C)C,196.29,3.242200000000002
C_2661,flavone,O=c1cc(-c2ccccc2)oc2ccccc12,222.243,3.4600000000000017
C_2662,abyssinin i,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(C)C=C2,368.38500000000016,3.9971000000000023
C_2663,lupeol acetate,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,468.76600000000036,8.595600000000006
C_2664,luteolin 7-rutinoside,CC1O[C@@H](OCC2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)[C@@H](O)[C@@H]2O)C(O)[C@@H](O)[C@H]1O,594.5220000000004,-1.3927000000000012
C_2665,"luteolin 7,3'-diglucoside",O=c1cc(-c2ccc(O)c(O[C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)c2)oc2cc(O[C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)cc(O)c12,610.5210000000003,-2.7714000000000003
C_2666,sigmoidin a,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)c(CC=C(C)C)c(O)c1O,424.4930000000002,5.232900000000006
C_2667,"5-hydroxy-3,6-dimethoxy-2-methylnaphthalene-1,4-dione",COC1=C(C)C(=O)c2ccc(OC)c(O)c2C1=O,248.23399999999995,1.7002
C_2668,lupeol,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,426.72900000000027,8.02480000000001
C_2669,isowighteone,CC(C)=CCc1cc(-c2coc3cc(O)cc(O)c3c2=O)ccc1O,338.3590000000001,4.085500000000005
C_2670,chrysoeriol,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,300.266,2.5854000000000004
C_2671,burttinone,COc1c(/C=C/C(C)(C)O)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1CC=C(C)C,438.5200000000002,5.105700000000004
C_2672,alpinumisoflavone,CC1(C)C=Cc2c(cc3occ(-c4ccc(O)cc4)c(=O)c3c2O)O1,336.34300000000013,4.055400000000004
C_2673,abietic acid,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,302.458,5.206200000000004
C_2674,quercitrin,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,448.38000000000017,0.4886999999999995
C_2675,ismine,CNc1ccccc1-c1cc2c(cc1CO)OCO2,257.289,2.6163000000000007
C_2676,myrtenol,CC1(C)C2CC=C(CO)C1C2,152.237,1.9710999999999999
C_2677,vicenin-2,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,594.5220000000003,-2.3934
C_2678,miquelianin,O=C(O)[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)[C@@H]1O,478.3620000000002,-0.44659999999999994
C_2679,parvisoflavone b,CC1(C)C=Cc2c(cc3occ(-c4ccc(O)cc4O)c(=O)c3c2O)O1,352.3420000000001,3.761000000000004
C_2680,saponarin,O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,594.5220000000003,-2.4352000000000005
C_2681,3-epimacronine,CO[C@@H]1C=C[C@@]23c4cc5c(cc4C(=O)O[C@H]2CN(C)[C@H]3C1)OCO5,329.3520000000001,1.4809999999999997
C_2682,schaftoside,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,564.4960000000002,-1.7543000000000006
C_2683,erythraline,CO[C@H]1C=CC2=CCN3CCc4cc5c(cc4[C@]23C1)OCO5,297.35400000000004,2.3836000000000004
C_2684,polygodial,CC1(C)CCC[C@@]2(C)[C@H]1CC=C(C=O)[C@@H]2C=O,234.339,3.163100000000002
C_2685,neoisoschaftoside,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)c(O)c([C@H]3OC[C@H](O)[C@@H](O)C3O)c(O)c12,564.4960000000002,-1.7543000000000006
C_2686,neorautenol,CC1(C)C=Cc2cc3c(cc2O1)OCC1c2ccc(O)cc2OC31,322.36,4.186100000000003
C_2687,littorine,CN1C2CCC1CC(OC(=O)[C@H](O)Cc1ccccc1)C2,289.37500000000006,1.7583999999999997
C_2688,vulgarin,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1(C)C(=O)C=C[C@@](C)(O)[C@H]21,264.32099999999997,1.4703
C_2689,syringaresinol,COc1cc(C2OCC3C(c4cc(OC)c(O)c(OC)c4)OCC23)cc(OC)c1O,418.4420000000002,3.207400000000002
C_2690,lucenin-2,O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,610.5210000000003,-2.687800000000001
C_2691,carvone,C=C(C)C1CC=C(C)C(=O)C1,150.22099999999998,2.4879000000000007
C_2692,aloesin,CC(=O)Cc1cc(=O)c2c(C)cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2o1,394.3760000000001,-0.5465800000000003
C_2693,saponarin,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,594.5220000000003,-2.4352000000000005
C_2694,embelin,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,294.391,4.313100000000002
C_2695,piceid,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,390.38800000000003,0.44689999999999946
C_2696,terpineol,CC1=CCC(C(C)(C)O)CC1,154.25299999999996,2.503700000000001
C_2697,haemanthamine,CO[C@@H]1C=C[C@@]23c4cc5c(cc4CN(C[C@H]2O)[C@H]3C1)OCO5,301.34200000000004,1.1866999999999996
C_2698,harmine,COc1ccc2c(c1)[nH]c1c(C)nccc12,212.25199999999998,3.033120000000001
